"","title","text","label"
"8842281e1d1347389f2ab93d60773d4d","header","A beautiful story. Neil Gaiman is truly a unique storyteller. I did a combo of reading and listening to this story, and Neil is great at reading as well. I got interested in this book after seeing the movie, which I really enjoyed. The book is similar - maybe a bit more poetic - but I think the plot in the movie is a bit improved (not much, but a bit). 
 I imagine this book came about because Neil read the below poem that he includes in the beginning, and then he invented a plot around it. The result is the book reads like a epic poem - it's creative, magical, and really, just right. 
 Go and catch a falling star, 
 Get with child a mandrake root, 
 Tell me where all past years are, 
 Or who cleft the devil's foot, 
 Teach me to hear mermaids singing, 
 Or to keep off envy's stinging, 
 And find 
 What wind 
 Serves to advance an honest mind. 
 If thou be'st born to strange sights, 
 Things invisible to see, 
 Ride ten thousand days and nights, 
 Till age snow white hairs on thee, 
 Thou, when thou return'st, wilt tell me, 
 All strange wonders that befell thee, 
 And swear, 
 No where 
 Lives a woman true, and fair. 
 If thou find'st one, let me know, 
 Such a pilgrimage were sweet; 
 Yet do not, I would not go, 
 Though at next door we might meet; 
 Though she were true, when you met her, 
 And last, till you write your letter, 
 Yet she 
 Will be 
 False, ere I come, to two, or three. 
 And here is my new favorite quote: ""Have been unavoidably detained by the world. Expect us when you see us.""","false"
"8842281e1d1347389f2ab93d60773d4d","header","I couldn't put this book down. It was well written - even elegant in a way, as well as though provoking. I love post apocalyptic books as they are great canvas's for humanity, and what matters. In Station Eleven an Ebola-esque virus (the Georgia Flu) knocks out over 99% of the worlds population. This story is told half right before the collapse, and half afterwards, and has several threads that tie together nicely. 
 Reading how civilization and infrastructure all die after the collapse is fascinating. One by one, cable tv, the internet, water, and power all eventually stop working. Nobody is alive to maintain them - or who even knows how. Other infrastructure like gasoline to power cars and airplanes, groceries, guns, and even clothing all become rarer and rarer commodities. Really makes you realize how much we are standing on the shoulder of hundreds of years of progress and knowledge, and how far into the middle ages we could easily fall. We really know nothing individually - our civilization is based upon the collective knowledge of billions. 
 If there is a motto of the book, it's probably this quote: ""Because survival is insufficient"". Humanity craves for more than survival - we crave for something more out of life. The story follows a caravan of actors and musicians who travel from town to town to play Shakespeare, and bring some art and a shared experience. Interesting that of all the artists from the past 400 years, Shakespeare is the one that survives and still resonates. 
 ""All three caravans of the Traveling Symphony are labeled as such, THE TRAVELING SYMPHONY lettered in white on both sides, but the lead caravan carries an additional line of text: Because survival is insufficient."" 
 ""Survival might be insufficient, she'd told Dieter in late-night arguments, but on the other hand, so was Shakespeare."" 
 The storyline pre-collapse that follows Arthur and his three wives is interesting. I won't say much about it, other than Arthur, his wives, and the paparazzi-turned-jounalist-turned-paramedic-turned-doctor Jeevan, seem to all be searching for meaning in their lives. And ironically Jeevan seems to find the most, becoming a doctor after the collapse. Also, I'm glad I'm not a Hollywood celebrity. The conversation between Arthur and Jeevan where Arthur just wants to talk about anything but himself stuck with me - sometimes we are all sick of talking about ourselves. 
 Regardless of what you think about this book, one thing is for sure - after you put it down and walk around the world, you are full of a newfound appreciation and gratitude for everything. Hopefully that appreciation and gratitude will stick around a little - though I know it will fade as months and years go by. 
 ps. This is cool:","false"
"8842281e1d1347389f2ab93d60773d4d","header","What a fun series. I loved Wool, and Dust and Shift both gave us the backstory to explain the world and how it ended up. I think the first book was by far the best, but this gave us a nice conclusion. 
 (view spoiler)[It was the conclusion we wanted to see - the people finally get outside! My problem with this book is there were lots of holes. A lot of the other reviews have pointed this out too, and I'm not sure if the fact I know it was self-published is biasing me to say it could have used more editing, but feels that way a little. But the writing was great. 
 There were lots of things that weren't cleared up or never really fully made sense. The major one is why Thurman really felt the need to destroy the whole world - feels like there could have been a lot more to that. It also wasn't clear how he really accomplished that - was it all nuclear or was it nano? If nuclear, wouldn't the world really be a wasteland? 
 Whatever happened to silo 40 and other silo's that went dark? I was kind of expecting that they had already broken outside and would have been waiting there. Or perhaps they already went to the sea and Hugh will tell us their story later. 
 What happens to the other silos after silo one is destroyed? Didn't it power their server rooms and probably provide other stuff including guidance to the silo heads? Will they make the 200 years on their own? 
 The mystery of silo 17 and why the dead bodies at the top didn't rot was never really explained. I'm guessing they were kept whole by healing nano's, but it felt like there was more to that story. 
 I didn't understand why Anna didn't come back to life. If Thurman could do so after being killed by Donald, why not her? All the love stories (Juliet and Kyle, Donald and Anna, etc ended up sadly - I wanted one happy one. (hide spoiler)] 
 If anything, I think this book is about hope and resiliency. Jules and Donald and even Solo weren't perfect, and suffered through a lot, but the only thing that kept them going was hope of a better life, and determination to keep themselves alive. That determination defined them and was what we admired about them. The hope was what gave them their drive. Hope is a powerful and necessary part of human psychology.","true"
"8842281e1d1347389f2ab93d60773d4d","header","Recommended by David Risher","false"
"8842281e1d1347389f2ab93d60773d4d","header","A classic dystopian novel published in 1985, but still very relevant - and even trending in 2017 due to the political climate. I liked how it unfolded - we learn about the state of the world and what has happened to it very piecemeal throughout the book, and I think if Atwood had just described it all up front it wouldn't have been nearly as compelling. 
 This book seems to be a kind of warning. It describes a future state that is chilling and depressing, and yet (to the point) chillingly possible. It describes a society that has - for reasons we never quite learn (but might have to do with radiation or sterilization?) remade itself from one where everyone has basic freedom and choice, to one that is the opposite of that. Pleasure, poverty, and other evils are eliminated in this system. And most chillingly, women have almost no rights. The books main character is a ""hand maiden"" who's only role is to bear children from the person who seems to have purchased/acquired her for that purpose. She doesn't even have a proper name anymore - she is called ""Offred"" because she is the property ""of Fred"". 
 ""We were a society dying, said Aunt Lydia, of too much choice."" 
 A lot of the book explores themes like the above - what it would be like to take away basic freedoms, choices, and also ability to have relationships with others. Chilling and depressing, because so much of what we value in modern society is our freedom. And yet, we do know that too much choice does paralyze, and many people want leaders and situations that simplify the decisions they have to make. This might sound like a balance, but its not, because our ability to make choice, especially bad choices, is actually crucial to our development. 
 ""Better never means better for everyone, he says. It always means worse, for some."" 
 This was an insightful sentence, because it implied the commander thought they were making society better, not worse, overall. And yet clearly for everyone in the book - including the commander - it doesn't sound better. Did they just miss the mark? Was it a big experiment gone wrong? Regardless, in todays world this sentence is perhaps most applicable: 
 ""We lived, as usual, by ignoring. Ignoring isn't the same as ignorance, you have to work at it. Nothing changes instantaneously: in a gradually heating bathtub you'd be boiled to death before you knew it.""","false"
"8842281e1d1347389f2ab93d60773d4d","header","Mark Watney is a steely-eyed missile man. A man's man. A badass mechanical engineer botanist astronaut who is stranded on Mars during a Nasa mission gone wrong, and left to fend for himself. I listened to this on audio on a roadtrip, and it flew by - what a fun story. Not surprised at all it's being made into a movie directed by Ridley Scott starring Matt Damon. Also pretty amazing is that it was self-published. 
 There were two great things about this book: the humor and the science. The science appealed to the mechanical engineer in me - Watney is a bit like McGyver except he knows a lot more about chemistry and botany. I didn't double-check all the science, but loved the descriptions of all the math: calorie calculations, creating water, etc. Just fun stuff. 
 But the humor was top notch. Weir does a great job portraying a stranded man trying to remain upbeat by talking to himself in log entries. And the excellent audio narrator only made it better. 
 ""I started the day with some nothin' tea. Nothin' tea is easy to make. First, get some hot water, then add nothin'."" 
 ""Yes, of course duct tape works in a near-vacuum. Duct tape works anywhere. Duct tape is magic and should be worshiped."" 
 ""Live Another Sol would be an awesome name for a James Bond movie."" 
 In the end, a well told story of survival against the odds. And one of belief - I liked the CNN Mark Watney watch - you could totally imagine how into this story the media would get. We humans love a good surviving against the odds story.","false"
"8842281e1d1347389f2ab93d60773d4d","header","An amazing and unique creation: JJ Abrams and Doug Dorst created what reads like a classic work of fiction - something you can easily imagine having read in English class - and then wrote a intriguing side story in the margins. A grad student (Eric) has left his annotated copy of SOT (Ship of Theseus) in the library, and an undergrad (Jen) finds it and replies to his annotations. This leads to them making exciting discoveries about the book, and also falling in love. 
 The first thing is this book is just beautifully printed. It looks and feels like a classic book, to the point where people would ask me why I'm reading such an old book. The marginalia feels real, and I can only imagine how hard that was to print. This is one that will be cool to keep on the shelves. Only complaint is the inserts are a cool idea, but they fall out all the time, and at this point I have no idea which pages they were supposed to be on. 
 The most interesting thing about this book to me is that it's a blueprint for how people discuss books. Sometimes they discuss the content of the book. Other times they use the content as a jumping off point to have a personal discussion. The nature of this book shows both, almost split 50/50. A key difference with this book - and the genius of it - is that most of us have to rely on memory to start a conversation with someone about a particular event or passage in the book. Here, our characters can literally underline a phrase like ""relationships"" and then talk about what is happening in their relationship at the moment. 
 One thing I didn't realize until later in the book is that the ship of Theseus is a real thing - it's an ancient Greek philosophical question - if you replace all the parts of something, is it still the same object? This inspires the ship that S is captured on, which sails through the mists of time, always getting fixed when needed. It's a ship that can't die. Or a series of ships :) 
 I found the story of Jen & Eric a lot more compelling than the SOT story. They were real characters that you could relate to. SOT felt like books you read in english class - a bit obtuse - and I still don't understand it all. But don't get me wrong - it's a pretty cool story. I particularly enjoyed the themes - like how it all begins and ends with water, and also how it was a lot about Straka's regret to fulfill his mission instead of living his life with his true love. Kind of like how S was on a mission, but didn't really know why - he just found himself caught up in it.","false"
"8842281e1d1347389f2ab93d60773d4d","header","I tore through The Pillars of the Earth, and couldn't wait to pick this up. Set in Kingsbridge but a few centuries later, the story has a lot of similar elements: a cathedral that needs repair, a brilliant young builder (Merthin), a love story, a priorship up for grabs, and of course political manuevering, backstabbing and evil church officials. Also like the first one, the characters were developed well, the book was hard to put down, and yet it wasn't a deep book, just a fun one. Thank goodness I finished - it was causing me to lose sleep. 
 I did enjoy learning about the plague, and medieval ideas on health and medicine. Amazing that the plague wiped about a third of the human population, and how little they knew about it. Was frustrated by the lack of the Monks openness to learn new things, and how little they trusted women. For instance they believed in bleeding as a solution to everything when it actually is harmful in most cases. Also was interesting that there was no such thing as a doctor - instead nuns/monks/etc served that role.","false"
"8842281e1d1347389f2ab93d60773d4d","header","The Circle is a new bay area company, but is really Google+Facebook. It dominates search and social media, has a huge sprawling campus in the south bay, and is full of intelligent, ambitious young employees. This story is I think a take on where the connected nature of the internet might be taking us. It's essentially a discussion about privacy vs openness, and I think a serious 1984-esque warning about being too open. 
 I thought a lot of the book was kind of shallow and unrealistic. The characters weren't very well developed. And I can't imagine an HR department that would get on your case for not using social media or attending a brunch you were invited too - it was just too extreme to believe. But I suppose that was on purpose, as the author was just making a point. I appreciated the point (see below), but didn't love the story. 
 Mark Zuckerberg has been fairly public on saying that he believes a more open society is a better one. The notion is exactly the one Mae learns with the kayak incident - if your whole life is open to your friends and family, it's very hard to do anything dishonest or that you might regret. The premise of the Circle - that privacy and secrecy are bad - is taking this idea to an extreme that I doubt Zuckerberg or anyone else who runs a social network has ever contemplated: complete openness. Or as its motto says: 
 All That Happens Must Be Known. 
 It is easy to imagine us eventually living in a world like the Circle contemplates. With public video cameras everywhere that document everything we do, and tons more data (photos, videos, texts) available to search engines to scan through. Already there are startups like Dropcam that enable public video feeds that are archived. There are atm and building and traffic cameras everywhere that the police already use. I heard of another startup that puts a video camera on you and it takes photos of everything all day and creates a montage of your day that is searchable/sortable for you. In many ways, we should already start acting like everything we do at least outside of our homes is being recorded on camera. 
 I think the central question the book poses is the one Bailey contemplates with Mae: is there such a thing as a good secret? Should we have privacy at all? Or would the world at large be better off if all secrets are known? I think we know where Mr Eggers stands on the subject, as the book seemed to be written in a dystopian, mocking kind of way. But it is in an interesting thought experiment, as many secrets would ultimately be better overall (not necessarily for the disclosing party, but for the overall situation), if they were known. For example you don't want to tell your friend that you know their significant other is cheating on them b/c you aren't supposed to know, but ultimately it would be better for them to know. Can you think of a secret you know that should be a secret? 
 But of course, there are lots of secrets that should stay secrets. Ignorance often truly is bliss, and people often just need to be weird and express themselves in ways that not everyone would appreciate if it were open. We are private beings, and yet our dignity and sense of self-worth largely stems from how others perceive us. I think this book is a thought-provoking story that shows us how our society is changing.","false"
"8842281e1d1347389f2ab93d60773d4d","header","My wife suggested I read this book, and I resisted for a while as my impression of it somehow was ""not for me"" - but I was wrong! I'm glad she finally convinced me, because it was fun and I couldn't put it down after I got ~20% in. 
 Bernadette moved to Seattle from LA, abandons her career as an architect to have kids, hates Seattle, and basically loses it over the course of the book. The book was fun and written a light, humorous tone - from making fun of Seattle and Microsoft, the obsession of parents and how serious they take themselves (I loved how she called the other parents ""gnats""), to how she hires a virtual assistant in India. 
 But the most fun part of the book is just how wacky Bernadette is. You really do have to make life fun - it won't do it for you. 
 ""That's right,' she told the girls. 'You are bored. And I'm going to let you in on a little secret about life. You think it's boring now? Well, it only gets more boring. The sooner you learn it's on you to make life interesting, the better off you'll be.""","false"
"8842281e1d1347389f2ab93d60773d4d","header","A fun fast paced book that sucks you in right away and doesn't let go. The remnants of humanity live in a 150 story silo below the earth and can't leave as the outside is now toxic. This is a bit of an odd thing to have happened, but it gives us a nice palette to think about things. 
 Everything is rationed, including how many children you can have. People self-identify by their profession and where in the silo they live: farmers and mechanics in the lowers, IT in the mids, and professional class in the uppers. The working class wear color coded uniforms to easily distinguish them. 
 The book was a lot about control. How to control a contained civilization, and give them hope (eg a live feed of the outside) and yet keep them in harmony and doing their functions. Strange mechanisms of control were built all over the silo: communication was oddly limited given the IT resources they have - many messages had to be delivered by courier as emails cost valuable money to send. Most strange of all - there is no elevator, which forces anyone wanting to travel the length of the silo to spend 2-3 days on the journey. 
 The cleaning ritual was a strange bit of culture. (view spoiler)[Upon reflection, I can see why it was necessary. If people never go outside, uncertainty of it still being bad would creep in, and people would need to try it. As perhaps happened in Silo 17. (hide spoiler)] 
 I really liked the unraveling of Bernard, and how he went from repulsive/annoying, to understandable once you understood his role and responsibility. (view spoiler)[His role is to eliminate any doubt in the delicate balance of the silo. Opening the book up with the doubt of Holston was brilliant as it sucked you in immediately. (hide spoiler)] 
 I liked Juliet too - she was the right combo of being determined to do right, and having brains and grit.","true"
"8842281e1d1347389f2ab93d60773d4d","header","A hilarious romp through the known and unknown universe that exposes how ridiculous much of US copyright law is. Written by the founder of Rhapsody, who knows a thing or two about music and the copyright surrounding it. What I didn't expect from a book by an entrepreneur is a funny book - and this book is not bad. It is being compared to Hitchhikers Guide, which nothing can approach, but its not bad. My only gripe would be there are a ton of footnotes that attempt to extend the humor and most of them didn't work for me. 
 The basic premise of the book is brilliant; that aliens have been listening to - and thus pirating - our music since 1977, without our knowledge. Because US copyright law states that a single case of intentional copyright violation can be fined $150,000 - this means the entire universe is many times over in debt to humanity. 
 It's pretty ridiculous that the music industry got such a big fine to be passed. I think one of my favorite parts of the book was learning about the law firm that Nick Carter works for, and seeing a little under the hood of how they operate. 
 Overall a fun, enjoyable read.","false"
"8842281e1d1347389f2ab93d60773d4d","header","This book has a great premise, and is full of some beautifully written prose. It's about a hacker during the Arab Spring, helping people get around the firewalls that the State erected to control its population. Alif falls in love, finds an ancient book, gets into trouble with State, enlists the help of an unseen, magical world full of creatures call Jinn, and combats evil. The story flowed well, and was a fast, fun read. 
 I would have given it a higher rating, but I'm a computer programmer, and for a book that is about hacking the descriptions of Alif coding felt like I was watching one of those movies where they used a bunch of made-up visuals that have nothing to do with hacking. The prose around the hacking was so oddly descriptive you didn't know what to make of it. For instance, when Alif is hacking into State's intranet, it is described as: 
 ""The Hand roused. It lumbered to its feet, reeking of ionized air and dry metallic bones, revealing a level of functionality Alif had not detected. He reeled backward, recalibrating. Breaching the confines of the State intranet, the Hand began to attack the base of Alif's tower, slicing away layers of code through a mirroring protocol of a kind Alif had never seen before."" 
 I didn't know a computer program could ""reek of ionized air"" - and can't conceive of how a mirroring protocol (if there is such a thing) could ever be used to ""slice away layers of code"". 
 (view spoiler)[I wanted so hard for the bit about quantum computing and encoding the ancient story into code to make sense. But it just didn't. And that was the heart of the story - that the ancient text contained an all-powerful computer algorithm. I also had trouble buying the Alif & Dina relationship - the characters just felt shallow to me. (hide spoiler)]","true"
"8842281e1d1347389f2ab93d60773d4d","header","A fun, dark, slightly comical western about two killers (Charlie and Eli Sisters) on their way to California for the gold rush. Going into the mind of a killer is a strange experience - I'm not sure I totally enjoyed it. But what I did really enjoy was the authors writing; it was clean, fun, and even poetic - which made this book a quick enjoyable read. 
 I loved all the introspective one-liners that Eli kept throwing out. For instance: 
 ""but I could not sleep without proper covering and spent the rest of the night rewriting lost arguments from my past, altering history so that I emerged victorious."" 
 ""I thought, When a man is properly drunk it is as though he is an a room by himself--there is a physical, impenetrable separation between him and his fellows."" 
 Here is another miserable mental image I will have to catalog and make room for."" 
 ""It is true, I thought. I am living a life."" 
 ""The effects of her words stung me, and after she stole away I stood a long while before her looking glass, studying my profile, the line I cut in this world of men and ladies."" 
 I struggled however to find the point of this novel. What lesson was I meant to take away? What did we learn from Charlie and Eli's adventure? I suppose if anything the theme of the book was transformation. (view spoiler)[We witnessed Warm, Morris, and Eli have the courage to transform themselves and change their lives. In other words - it's easy to let life dictate your path. Eli's story of how Charlie sucked him into a life of crime was fascinating. Warm had a similar story of how he became a thief. We didn't learn about Morris's past, but we did see the difficulty of his decision to leave the Commodore's employment. (hide spoiler)] It takes guts to transform oneself - especially for the better.","true"
"8842281e1d1347389f2ab93d60773d4d","header","Wow. Amazing story, and well told - kept me up late at night! Louie Zamperini truly went through hell and came back - and it's inspiring to read a story of such willpower and determination. It was also interesting to me to learn more about Japan and their role in the war. 
 One big takeaway was just how cheap human life is in war. I think there was some stat about how 5/6 of the US airmen that died did so from accidents - that is simply staggering. 
 I love WWII stories, but most of the ones I've seen and read have focused on Germany, so I really didn't know much about how Japan had treated their POW's. It was pretty eye opening to read the stats about how they pretty much massacred hundreds of thousands of POW's. And of couse, as the story details, they also did not follow Geneva Conventions and pretty much treated POW's as slaves. 
 One of my favorite points the author made is best illustrated by this quote about Dignity is as essential to human life as water, food, and oxygen. This is a fundamental truth of humanity that the author really drew out well - if you take a persons dignity away you take everything away. I loved all the stories of POW's being defiant; stealing food, supplies, playing jokes, etc. The little bits of defiance were enough to let them take back their dignity, and I think thats what makes them so compelling; because while we haven't all been POW's, we can relate to that basic need.","false"
"8842281e1d1347389f2ab93d60773d4d","header","A hilarious and book from Tina Fey - definitely worth listening to over audio as she reads it herself. She makes fun of herself a lot, adds lots of light humor, and of course shares TMI. 
 The most interesting bit was hearing the behind the scenes of Saturday Night Live, and how she was a joke writer there for 3 years before they gave her a role on the show, which was only doing the news. Her breakout occurred after she had already left for 30 Rock, when she did the Sarah Palin impersonation. Tina is clearly an example of someone who has worked long and hard to get where she is.","false"
